Income,Total Claim Amount,Customer Lifetime Value,Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints,Sqrt_Total Claim Amount,Log_Customer Lifetime Value,Exponential_Number of Policies,Reciprocal_Monthly Premium Auto,Boxcox_Number of Open Complaints,Response
0.612827437138999,-0.16963968828049467,-0.7628777250159969,-1.5432869497620874,1.6780993332571583,-0.8226478766567745,-0.7039246517148888,-0.42224955840894046,-0.004755771827620747,-1.2624942611029115,-1.033970813757604,0.8477694712239582,0.6917187303665133,0
-1.239616841886121,2.400736998851253,-0.1492454580252807,-0.217334187432938,-0.20818639974355926,2.106159959953329,0.022691028760544248,-0.42224955840894046,2.019286542605683,0.15645049601138328,1.8188412178564186,-0.3635645147213536,-1.641026025395326,0
0.36570977707144425,0.4557337631145035,0.7106362226443972,-0.36068043200906225,0.2882045826250506,-0.40424675714104547,0.4295958098267868,-0.42224955840894046,0.5992633857424275,1.0958241491593295,-0.2114095780634202,-0.7992002234282912,0.59680519352788,0
-1.239616841886121,0.3297685493248171,-0.05226313471772355,0.6069067188797764,0.2882045826250506,1.6877588404376,0.3714665553887521,-0.42224955840894046,0.48644114991825654,0.29611414582455864,1.5978845266672892,-0.7439460280649284,-1.641026025395326,0
0.20338965161612088,-1.0188434561218382,-0.755575108325253,-0.1456610651448759,-0.3074645962172813,-0.8226478766567745,-0.5876661428388196,-0.42224955840894046,-1.1399705361458068,-1.2349409013848494,-1.033970813757604,0.5989549227595161,0.5285337656851685,0
0.8310099136179857,-0.9456822866424116,0.0365845249030498,1.6461669920566773,-0.10890820326983729,-0.40424675714104547,-0.7039246517148888,-0.42224955840894046,-1.0141175776568772,0.41376792188386996,-0.2114095780634202,0.8477694712239582,0.7681627305991854,1
0.5824109301585247,-0.38724584152974045,-0.3819237175607803,-1.256594460609839,-1.498802953901945,2.5245610794690583,-0.7620539061529235,-0.42224955840894046,-0.24777312602691282,-0.24197535086268407,2.0186976384336477,0.9831538578884343,0.6805512735997294,1
-1.239616841886121,-0.24462300168240772,-0.11481401078097854,0.7144164023118696,-1.498802953901945,0.43255548189041265,0.22614341929366552,-0.42224955840894046,-0.08606971260807358,0.2075053021042531,0.7334651602628156,-0.5963306531971194,-1.641026025395326,0
-0.7763905580882483,0.2654574966339699,2.3466048880143497,-1.6149600720501496,-0.20818639974355926,-0.40424675714104547,-0.6457953972768542,-0.42224955840894046,0.42733676950795463,2.056428988623275,-0.2114095780634202,0.7199064393741752,-0.08712477609219864,1
-0.2911748514949678,-0.029471346909888434,-0.08976845617921476,-1.4716138274740251,0.18892638615132865,2.106159959953329,-0.006373598458473077,-0.42224955840894046,0.14129795983019866,0.24360207476390772,1.8188412178564186,-0.32748222577830177,0.2784307380171219,0
-1.239616841886121,0.16631268577365943,-0.4753518621517857,-1.5432869497620874,0.7845955649936606,0.01415436237468357,-0.7620539061529235,-0.42224955840894046,0.33406102555849415,-0.4365366764472574,0.3253498414202095,0.9831538578884343,-1.641026025395326,0
